"User","Card","Year","Month","Day","Time","Amount","Use_Chip","Merchant_Name","Merchant_City","Merchant_State","Zip","MCC","Error","Is_Fraud","time_period","amount_num","amount_num_range"
0,0,2002,9,29,"06:06:00","$119.61","Swipe Transaction","5817218446178736267","La Verne","CA","91750.0",5912,"Insufficient Balance","No","Morning",119.61,"Medium Value"
0,0,2002,9,29,"06:22:00","$120.25","Swipe Transaction","5817218446178736267","La Verne","CA","91750.0",5912,"Insufficient Balance","No","Morning",120.25,"Medium Value"
0,0,2002,9,29,"06:33:00","$40.58","Swipe Transaction","5817218446178736267","La Verne","CA","91750.0",5912,"no error","No","Morning",40.58,"Low Value"
0,0,2002,9,29,"20:15:00","$165.96","Swipe Transaction","838425044734233142","Mira Loma","CA","91752.0",4814,"no error","No","evening",165.96,"Medium Value"
0,0,2002,9,30,"06:21:00","$127.32","Online Transaction","-7421093378627544099","ONLINE","Unknown","Unknown",5311,"no error","No","Morning",127.32,"Medium Value"
0,0,2002,9,30,"06:57:00","$38.13","Swipe Transaction","-34551508091458520","La Verne","CA","91750.0",5912,"no error","No","Morning",38.13,"Low Value"
0,0,2002,9,30,"12:52:00","$11.30","Swipe Transaction","2027553650310142703","Mira Loma","CA","91752.0",5541,"no error","No","Afternoon",11.3,"Low Value"
0,0,2002,9,30,"20:07:00","$80.05","Swipe Transaction","-4500542936415012428","La Verne","CA","91750.0",5814,"no error","No","evening",80.05,"Medium Value"
0,0,2002,10,1,"06:15:00","$119.73","Swipe Transaction","5817218446178736267","La Verne","CA","91750.0",5912,"no error","No","Morning",119.73,"Medium Value"
0,0,2002,10,1,"06:56:00","$30.90","Swipe Transaction","-727612092139916043","Monterey Park","CA","91754.0",5411,"no error","No","Morning",30.9,"Low Value"
0,0,2002,10,1,"11:34:00","$34.89","Swipe Transaction","3527213246127876953","La Verne","CA","91750.0",5300,"no error","No","Morning",34.89,"Low Value"
0,0,2002,10,2,"06:17:00","$139.34","Swipe Transaction","2027553650310142703","Mira Loma","CA","91752.0",5541,"no error","No","Morning",139.34,"Medium Value"
0,0,2002,10,3,"05:59:00","$46.46","Swipe Transaction","4060646732831064559","La Verne","CA","91750.0",5411,"no error","No","Morning",46.46,"Low Value"
0,0,2002,10,3,"06:12:00","$102.74","Swipe Transaction","-727612092139916043","Monterey Park","CA","91754.0",5411,"no error","No","Morning",102.74,"Medium Value"
0,0,2002,10,3,"06:50:00","$36.44","Swipe Transaction","-5475680618560174533","Monterey Park","CA","91755.0",5942,"no error","No","Morning",36.44,"Low Value"
0,0,2002,10,4,"06:20:00","$114.87","Swipe Transaction","3527213246127876953","La Verne","CA","91750.0",5300,"no error","No","Morning",114.87,"Medium Value"
0,0,2002,10,5,"09:34:00","$53.13","Swipe Transaction","-3345936507911876459","La Verne","CA","91750.0",7538,"no error","No","Morning",53.13,"Medium Value"
0,0,2002,10,5,"10:38:00","$16.87","Swipe Transaction","9137769173591184401","La Verne","CA","91750.0",7210,"no error","No","Morning",16.87,"Low Value"
0,0,2002,10,6,"06:14:00","$139.39","Online Transaction","-7421093378627544099","ONLINE","Unknown","Unknown",5311,"no error","No","Morning",139.39,"Medium Value"
0,0,2002,10,7,"06:24:00","$133.96","Swipe Transaction","4060646732831064559","La Verne","CA","91750.0",5411,"no error","No","Morning",133.96,"Medium Value"
0,0,2002,10,8,"06:24:00","$100.00","Swipe Transaction","-4282466774399734331","Mira Loma","CA","91752.0",4829,"no error","No","Morning",100.0,"Medium Value"
0,0,2002,10,8,"06:26:00","$154.70","Swipe Transaction","5817218446178736267","La Verne","CA","91750.0",5912,"no error","No","Morning",154.7,"Medium Value"
0,0,2002,10,8,"08:24:00","$27.22","Swipe Transaction","5445101915276107289","La Verne","CA","91750.0",5193,"no error","No","Morning",27.22,"Low Value"
0,0,2002,10,9,"06:10:00","$118.25","Swipe Transaction","2027553650310142703","Mira Loma","CA","91752.0",5541,"no error","No","Morning",118.25,"Medium Value"
0,0,2002,10,9,"06:44:00","$31.01","Swipe Transaction","-5475680618560174533","Monterey Park","CA","91755.0",5942,"no error","No","Morning",31.01,"Low Value"
0,0,2002,10,9,"08:16:00","$53.09","Online Transaction","-4956618006720593695","ONLINE","Unknown","Unknown",5193,"no error","No","Morning",53.09,"Medium Value"
0,0,2002,10,10,"06:24:00","$142.06","Swipe Transaction","-34551508091458520","La Verne","CA","91750.0",5912,"no error","No","Morning",142.06,"Medium Value"
0,0,2002,10,11,"05:52:00","$172.67","Swipe Transaction","5817218446178736267","La Verne","CA","91750.0",5912,"no error","No","Morning",172.67,"Medium Value"
0,0,2002,10,11,"06:08:00","$159.46","Swipe Transaction","4060646732831064559","La Verne","CA","91750.0",5411,"no error","No","Morning",159.46,"Medium Value"
0,0,2002,10,11,"06:57:00","$37.69","Swipe Transaction","-5475680618560174533","Monterey Park","CA","91755.0",5942,"no error","No","Morning",37.69,"Low Value"
0,0,2002,10,11,"20:00:00","$87.47","Swipe Transaction","-4500542936415012428","La Verne","CA","91750.0",5814,"no error","No","evening",87.47,"Medium Value"
0,0,2002,10,12,"06:29:00","$168.96","Swipe Transaction","4060646732831064559","La Verne","CA","91750.0",5411,"no error","No","Morning",168.96,"Medium Value"
0,0,2002,10,13,"06:21:00","$135.41","Swipe Transaction","3527213246127876953","La Verne","CA","91750.0",5300,"no error","No","Morning",135.41,"Medium Value"
0,0,2002,10,13,"06:33:00","$30.00","Swipe Transaction","5817218446178736267","La Verne","CA","91750.0",5912,"no error","No","Morning",30.0,"Low Value"
0,0,2002,10,13,"13:00:00","$58.62","Swipe Transaction","-1288082279022882052","La Verne","CA","91750.0",5499,"no error","No","Afternoon",58.62,"Medium Value"
0,0,2002,10,13,"13:15:00","$-99.00","Swipe Transaction","-1288082279022882052","La Verne","CA","91750.0",5499,"no error","No","Afternoon",99.0,"Medium Value"
0,0,2002,10,13,"13:17:00","$99.00","Swipe Transaction","-1288082279022882052","La Verne","CA","91750.0",5499,"no error","No","Afternoon",99.0,"Medium Value"
0,0,2002,10,14,"06:12:00","$100.75","Swipe Transaction","5817218446178736267","La Verne","CA","91750.0",5912,"no error","No","Morning",100.75,"Medium Value"
0,0,2002,10,14,"06:12:00","$1049.82","Swipe Transaction","-2187837027406294082","San Diego","CA","92123.0",3058,"no error","No","Morning",1049.82,"High Value"
0,0,2002,10,14,"18:58:00","$207.00","Swipe Transaction","7834055923142137930","Tilden","NE","68781.0",3395,"no error","No","evening",207.0,"High Value"
0,0,2002,10,15,"06:03:00","$99.09","Swipe Transaction","6042526206085641250","Lincoln","NE","68521.0",5912,"no error","No","Morning",99.09,"Medium Value"
0,0,2002,10,15,"13:11:00","$-88.00","Swipe Transaction","-4334232547381218591","Lincoln","NE","68521.0",5541,"no error","No","Afternoon",88.0,"Medium Value"
0,0,2002,10,15,"13:17:00","$88.00","Swipe Transaction","-4334232547381218591","Lincoln","NE","68521.0",5541,"no error","No","Afternoon",88.0,"Medium Value"
0,0,2002,10,15,"13:21:00","$55.30","Swipe Transaction","-4334232547381218591","Lincoln","NE","68521.0",5541,"no error","No","Afternoon",55.3,"Medium Value"
0,0,2002,10,15,"16:49:00","$93.02","Swipe Transaction","-3348978172739825871","Lincoln","NE","68521.0",5651,"no error","No","Afternoon",93.02,"Medium Value"
0,0,2002,10,16,"11:47:00","$142.68","Swipe Transaction","7834055923142137930","Tilden","NE","68781.0",3395,"no error","No","Morning",142.68,"Medium Value"
0,0,2002,10,16,"11:54:00","$-207.00","Swipe Transaction","7834055923142137930","Tilden","NE","68781.0",3395,"no error","No","Morning",207.0,"High Value"
0,0,2002,10,16,"14:09:00","$3.65","Swipe Transaction","-727612092139916043","Monterey Park","CA","91754.0",5411,"no error","No","Afternoon",3.65,"Low Value"
0,0,2002,10,16,"20:01:00","$521.24","Swipe Transaction","-811651038065591449","La Verne","CA","91750.0",6300,"no error","No","evening",521.24,"High Value"
0,0,2002,10,17,"06:09:00","$114.05","Swipe Transaction","3527213246127876953","La Verne","CA","91750.0",5300,"no error","No","Morning",114.05,"Medium Value"
0,0,2002,10,18,"06:12:00","$91.10","Swipe Transaction","4060646732831064559","La Verne","CA","91750.0",5411,"no error","No","Morning",91.1,"Medium Value"
0,0,2002,10,18,"11:32:00","$1.84","Swipe Transaction","6666504894937430109","La Verne","CA","91750.0",5499,"no error","No","Morning",1.84,"Low Value"
0,0,2002,10,19,"06:29:00","$130.22","Swipe Transaction","4060646732831064559","La Verne","CA","91750.0",5411,"no error","No","Morning",130.22,"Medium Value"
0,0,2002,10,19,"06:47:00","$24.02","Swipe Transaction","-34551508091458520","La Verne","CA","91750.0",5912,"no error","No","Morning",24.02,"Low Value"
0,0,2002,10,20,"06:46:00","$41.02","Swipe Transaction","-34551508091458520","La Verne","CA","91750.0",5912,"no error","No","Morning",41.02,"Low Value"
0,0,2002,10,21,"06:47:00","$43.69","Swipe Transaction","-34551508091458520","La Verne","CA","91750.0",5912,"no error","No","Morning",43.69,"Low Value"
0,0,2002,10,21,"12:31:00","$49.08","Swipe Transaction","2027553650310142703","Mira Loma","CA","91752.0",5541,"no error","No","Afternoon",49.08,"Low Value"
0,0,2002,10,21,"12:39:00","$-57.00","Swipe Transaction","2027553650310142703","Mira Loma","CA","91752.0",5541,"no error","No","Afternoon",57.0,"Medium Value"
0,0,2002,10,21,"12:52:00","$57.00","Swipe Transaction","2027553650310142703","Mira Loma","CA","91752.0",5541,"no error","No","Afternoon",57.0,"Medium Value"
0,0,2002,10,22,"06:07:00","$164.49","Swipe Transaction","1913477460590765860","La Verne","CA","91750.0",5300,"no error","No","Morning",164.49,"Medium Value"
0,0,2002,10,23,"06:00:00","$201.62","Swipe Transaction","1913477460590765860","La Verne","CA","91750.0",5300,"no error","No","Morning",201.62,"High Value"
0,0,2002,10,23,"09:32:00","$17.82","Swipe Transaction","-3345936507911876459","La Verne","CA","91750.0",7538,"no error","No","Morning",17.82,"Low Value"
0,0,2002,10,24,"06:19:00","$118.96","Swipe Transaction","5817218446178736267","La Verne","CA","91750.0",5912,"no error","No","Morning",118.96,"Medium Value"
0,0,2002,10,24,"13:04:00","$66.00","Swipe Transaction","-1288082279022882052","La Verne","CA","91750.0",5499,"no error","No","Afternoon",66.0,"Medium Value"
0,0,2002,10,24,"13:23:00","$62.01","Swipe Transaction","-1288082279022882052","La Verne","CA","91750.0",5499,"no error","No","Afternoon",62.01,"Medium Value"
0,0,2002,10,24,"13:26:00","$-66.00","Swipe Transaction","-1288082279022882052","La Verne","CA","91750.0",5499,"no error","No","Afternoon",66.0,"Medium Value"
0,0,2002,10,25,"06:06:00","$39.12","Swipe Transaction","-727612092139916043","Monterey Park","CA","91754.0",5411,"no error","No","Morning",39.12,"Low Value"
0,0,2002,10,25,"06:14:00","$148.58","Swipe Transaction","4060646732831064559","La Verne","CA","91750.0",5411,"no error","No","Morning",148.58,"Medium Value"
0,0,2002,10,25,"13:48:00","$35.82","Swipe Transaction","-5904116920141006298","Diamond Bar","CA","91765.0",5719,"no error","No","Afternoon",35.82,"Low Value"
0,0,2002,10,25,"20:10:00","$73.35","Swipe Transaction","-4500542936415012428","La Verne","CA","91750.0",5814,"no error","No","evening",73.35,"Medium Value"
0,0,2002,10,26,"06:05:00","$119.43","Swipe Transaction","5817218446178736267","La Verne","CA","91750.0",5912,"no error","No","Morning",119.43,"Medium Value"
0,0,2002,10,26,"06:55:00","$38.42","Swipe Transaction","-5475680618560174533","Monterey Park","CA","91755.0",5942,"no error","No","Morning",38.42,"Low Value"
0,0,2002,10,26,"22:13:00","$216.47","Swipe Transaction","-8135850083113399757","La Verne","CA","91750.0",8043,"no error","No","Night",216.47,"High Value"
0,0,2002,10,27,"06:04:00","$131.02","Swipe Transaction","2027553650310142703","Mira Loma","CA","91752.0",5541,"no error","No","Morning",131.02,"Medium Value"
0,0,2002,10,27,"06:40:00","$37.06","Swipe Transaction","-34551508091458520","La Verne","CA","91750.0",5912,"no error","No","Morning",37.06,"Low Value"
0,0,2002,10,28,"06:17:00","$156.93","Swipe Transaction","-245178307025547046","La Verne","CA","91750.0",5311,"no error","No","Morning",156.93,"Medium Value"
0,0,2002,10,28,"11:41:00","$2.30","Swipe Transaction","6666504894937430109","La Verne","CA","91750.0",5499,"no error","No","Morning",2.3,"Low Value"
0,0,2002,10,29,"13:20:00","$9.76","Swipe Transaction","2027553650310142703","Mira Loma","CA","91752.0",5541,"no error","No","Afternoon",9.76,"Low Value"
0,0,2002,10,29,"21:44:00","$29.95","Swipe Transaction","-3265671264153192329","Monterey Park","CA","91754.0",7832,"no error","No","Night",29.95,"Low Value"
0,0,2002,10,30,"06:05:00","$77.85","Swipe Transaction","-727612092139916043","Monterey Park","CA","91754.0",5411,"no error","No","Morning",77.85,"Medium Value"
0,0,2002,10,30,"06:48:00","$35.92","Swipe Transaction","5817218446178736267","La Verne","CA","91750.0",5912,"no error","No","Morning",35.92,"Low Value"
0,0,2002,10,31,"06:11:00","$135.60","Swipe Transaction","-245178307025547046","La Verne","CA","91750.0",5311,"no error","No","Morning",135.6,"Medium Value"
0,0,2002,10,31,"06:56:00","$37.63","Swipe Transaction","-5475680618560174533","Monterey Park","CA","91755.0",5942,"no error","No","Morning",37.63,"Low Value"
0,0,2002,10,31,"13:08:00","$96.00","Swipe Transaction","2027553650310142703","Mira Loma","CA","91752.0",5541,"no error","No","Afternoon",96.0,"Medium Value"
0,0,2002,10,31,"13:09:00","$-96.00","Swipe Transaction","2027553650310142703","Mira Loma","CA","91752.0",5541,"no error","No","Afternoon",96.0,"Medium Value"
0,0,2002,10,31,"13:11:00","$61.08","Swipe Transaction","2027553650310142703","Mira Loma","CA","91752.0",5541,"no error","No","Afternoon",61.08,"Medium Value"
0,0,2002,11,1,"10:59:00","$24.67","Swipe Transaction","-86825621511712373","La Verne","CA","91750.0",7230,"no error","No","Morning",24.67,"Low Value"
0,0,2002,11,1,"13:53:00","$46.10","Swipe Transaction","-5475680618560174533","Monterey Park","CA","91755.0",5942,"no error","No","Afternoon",46.1,"Low Value"
0,0,2002,11,1,"19:16:00","$16.76","Swipe Transaction","2027553650310142703","Mira Loma","CA","91752.0",5541,"no error","No","evening",16.76,"Low Value"
0,0,2002,11,1,"20:25:00","$161.51","Swipe Transaction","838425044734233142","Mira Loma","CA","91752.0",4814,"no error","No","evening",161.51,"Medium Value"
0,0,2002,11,2,"06:05:00","$132.90","Swipe Transaction","-245178307025547046","La Verne","CA","91750.0",5311,"no error","No","Morning",132.9,"Medium Value"
0,0,2002,11,2,"06:15:00","$30.50","Swipe Transaction","-727612092139916043","Monterey Park","CA","91754.0",5411,"no error","No","Morning",30.5,"Low Value"
0,0,2002,11,2,"19:59:00","$12.09","Swipe Transaction","3527213246127876953","La Verne","CA","91750.0",5300,"no error","No","evening",12.09,"Low Value"
